Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
404.54	5.4000	1772.1	0.00056429	22.222	25.269	97.227	34.908	48.764	296.07	4.9145	20.893	0.028025	vapor
404.55	5.4000	1772.1	0.00056431	22.223	25.270	97.229	34.908	48.764	296.07	4.9142	20.893	0.028025	vapor
404.56	5.4000	1772.0	0.00056433	22.223	25.270	97.230	34.909	48.763	296.08	4.9139	20.894	0.028026	vapor
404.57	5.4000	1772.0	0.00056435	22.223	25.271	97.231	34.909	48.763	296.08	4.9136	20.894	0.028027	vapor
404.58	5.4000	1771.9	0.00056437	22.224	25.271	97.232	34.909	48.763	296.09	4.9133	20.894	0.028027	vapor
404.59	5.4000	1771.8	0.00056439	22.224	25.272	97.234	34.909	48.762	296.09	4.9130	20.895	0.028028	vapor
404.60	5.4000	1771.8	0.00056441	22.224	25.272	97.235	34.909	48.762	296.10	4.9127	20.895	0.028029	vapor
404.61	5.4000	1771.7	0.00056443	22.225	25.273	97.236	34.909	48.761	296.10	4.9124	20.896	0.028029	vapor
404.62	5.4000	1771.7	0.00056445	22.225	25.273	97.237	34.910	48.761	296.11	4.9121	20.896	0.028030	vapor
404.63	5.4000	1771.6	0.00056447	22.226	25.274	97.238	34.910	48.761	296.11	4.9118	20.897	0.028031	vapor
404.64	5.4000	1771.5	0.00056449	22.226	25.274	97.240	34.910	48.760	296.12	4.9115	20.897	0.028031	vapor
404.65	5.4000	1771.5	0.00056450	22.226	25.275	97.241	34.910	48.760	296.12	4.9112	20.897	0.028032	vapor
404.66	5.4000	1771.4	0.00056452	22.227	25.275	97.242	34.910	48.760	296.13	4.9109	20.898	0.028033	vapor
404.67	5.4000	1771.3	0.00056454	22.227	25.276	97.243	34.911	48.759	296.13	4.9106	20.898	0.028034	vapor
404.68	5.4000	1771.3	0.00056456	22.227	25.276	97.244	34.911	48.759	296.14	4.9103	20.899	0.028034	vapor
404.69	5.4000	1771.2	0.00056458	22.228	25.277	97.246	34.911	48.758	296.14	4.9100	20.899	0.028035	vapor
404.70	5.4000	1771.2	0.00056460	22.228	25.277	97.247	34.911	48.758	296.15	4.9097	20.899	0.028036	vapor
404.71	5.4000	1771.1	0.00056462	22.229	25.278	97.248	34.911	48.758	296.15	4.9094	20.900	0.028036	vapor
404.72	5.4000	1771.0	0.00056464	22.229	25.278	97.249	34.911	48.757	296.16	4.9091	20.900	0.028037	vapor
404.73	5.4000	1771.0	0.00056466	22.229	25.279	97.250	34.912	48.757	296.16	4.9088	20.901	0.028038	vapor
404.74	5.4000	1770.9	0.00056468	22.230	25.279	97.252	34.912	48.757	296.17	4.9085	20.901	0.028038	vapor
404.75	5.4000	1770.8	0.00056470	22.230	25.280	97.253	34.912	48.756	296.17	4.9082	20.902	0.028039	vapor
404.76	5.4000	1770.8	0.00056472	22.231	25.280	97.254	34.912	48.756	296.18	4.9079	20.902	0.028040	vapor
404.77	5.4000	1770.7	0.00056474	22.231	25.280	97.255	34.912	48.755	296.18	4.9076	20.902	0.028040	vapor
404.78	5.4000	1770.7	0.00056476	22.231	25.281	97.256	34.912	48.755	296.19	4.9073	20.903	0.028041	vapor
404.79	5.4000	1770.6	0.00056478	22.232	25.281	97.258	34.913	48.755	296.19	4.9070	20.903	0.028042	vapor
404.80	5.4000	1770.5	0.00056480	22.232	25.282	97.259	34.913	48.754	296.20	4.9067	20.904	0.028042	vapor
404.81	5.4000	1770.5	0.00056482	22.232	25.282	97.260	34.913	48.754	296.20	4.9064	20.904	0.028043	vapor
404.82	5.4000	1770.4	0.00056484	22.233	25.283	97.261	34.913	48.753	296.21	4.9061	20.904	0.028044	vapor
404.83	5.4000	1770.3	0.00056486	22.233	25.283	97.262	34.913	48.753	296.21	4.9058	20.905	0.028044	vapor
404.84	5.4000	1770.3	0.00056488	22.234	25.284	97.264	34.914	48.753	296.22	4.9055	20.905	0.028045	vapor
404.85	5.4000	1770.2	0.00056490	22.234	25.284	97.265	34.914	48.752	296.22	4.9052	20.906	0.028046	vapor
404.86	5.4000	1770.2	0.00056492	22.234	25.285	97.266	34.914	48.752	296.23	4.9049	20.906	0.028046	vapor
404.87	5.4000	1770.1	0.00056494	22.235	25.285	97.267	34.914	48.752	296.23	4.9046	20.906	0.028047	vapor
404.88	5.4000	1770.0	0.00056496	22.235	25.286	97.268	34.914	48.751	296.24	4.9043	20.907	0.028048	vapor
404.89	5.4000	1770.0	0.00056498	22.235	25.286	97.270	34.914	48.751	296.24	4.9040	20.907	0.028048	vapor
404.90	5.4000	1769.9	0.00056500	22.236	25.287	97.271	34.915	48.750	296.25	4.9037	20.908	0.028049	vapor
404.91	5.4000	1769.8	0.00056502	22.236	25.287	97.272	34.915	48.750	296.25	4.9034	20.908	0.028050	vapor
404.92	5.4000	1769.8	0.00056504	22.237	25.288	97.273	34.915	48.750	296.26	4.9031	20.909	0.028050	vapor
404.93	5.4000	1769.7	0.00056506	22.237	25.288	97.274	34.915	48.749	296.26	4.9028	20.909	0.028051	vapor
404.94	5.4000	1769.7	0.00056508	22.237	25.289	97.276	34.915	48.749	296.27	4.9025	20.909	0.028052	vapor
404.95	5.4000	1769.6	0.00056510	22.238	25.289	97.277	34.915	48.749	296.27	4.9022	20.910	0.028053	vapor
404.96	5.4000	1769.5	0.00056512	22.238	25.290	97.278	34.916	48.748	296.28	4.9019	20.910	0.028053	vapor
404.97	5.4000	1769.5	0.00056514	22.238	25.290	97.279	34.916	48.748	296.28	4.9016	20.911	0.028054	vapor
404.98	5.4000	1769.4	0.00056516	22.239	25.291	97.280	34.916	48.747	296.29	4.9013	20.911	0.028055	vapor
404.99	5.4000	1769.3	0.00056518	22.239	25.291	97.282	34.916	48.747	296.29	4.9010	20.911	0.028055	vapor
405.00	5.4000	1769.3	0.00056520	22.240	25.292	97.283	34.916	48.747	296.30	4.9007	20.912	0.028056	vapor
405.01	5.4000	1769.2	0.00056522	22.240	25.292	97.284	34.916	48.746	296.30	4.9004	20.912	0.028057	vapor
405.02	5.4000	1769.2	0.00056524	22.240	25.293	97.285	34.917	48.746	296.31	4.9001	20.913	0.028057	vapor
405.03	5.4000	1769.1	0.00056526	22.241	25.293	97.286	34.917	48.746	296.31	4.8998	20.913	0.028058	vapor
405.04	5.4000	1769.0	0.00056528	22.241	25.294	97.288	34.917	48.745	296.32	4.8995	20.914	0.028059	vapor
405.05	5.4000	1769.0	0.00056530	22.242	25.294	97.289	34.917	48.745	296.32	4.8992	20.914	0.028059	vapor
405.06	5.4000	1768.9	0.00056532	22.242	25.295	97.290	34.917	48.744	296.33	4.8989	20.914	0.028060	vapor
405.07	5.4000	1768.9	0.00056534	22.242	25.295	97.291	34.918	48.744	296.33	4.8986	20.915	0.028061	vapor
405.08	5.4000	1768.8	0.00056536	22.243	25.296	97.293	34.918	48.744	296.34	4.8983	20.915	0.028061	vapor
405.09	5.4000	1768.7	0.00056538	22.243	25.296	97.294	34.918	48.743	296.34	4.8980	20.916	0.028062	vapor
405.10	5.4000	1768.7	0.00056540	22.243	25.297	97.295	34.918	48.743	296.35	4.8977	20.916	0.028063	vapor
405.11	5.4000	1768.6	0.00056542	22.244	25.297	97.296	34.918	48.743	296.35	4.8974	20.916	0.028063	vapor
405.12	5.4000	1768.5	0.00056544	22.244	25.298	97.297	34.918	48.742	296.36	4.8971	20.917	0.028064	vapor
405.13	5.4000	1768.5	0.00056546	22.245	25.298	97.299	34.919	48.742	296.36	4.8968	20.917	0.028065	vapor
405.14	5.4000	1768.4	0.00056548	22.245	25.299	97.300	34.919	48.741	296.37	4.8965	20.918	0.028065	vapor
405.15	5.4000	1768.4	0.00056550	22.245	25.299	97.301	34.919	48.741	296.37	4.8962	20.918	0.028066	vapor
